a,b,c,d,label
1594.9,2176.6,795.27,718.2,1
1598.58,2178.78,830.34,727.03,1
1597.66,2168.89,721.11,628.01,1
1595.43,2170.27,764.51,677.61,1
1600.94,2176.67,850.07,758.67,1
1593.06,2169.91,957.12,844.03,1
1592.65,2173.79,915.57,782.61,1
1594.7,2175.25,839.17,722.67,1
1592.07,2169.91,918.64,802.15,1
1578.79,2158.36,943.01,839.98,1
1580.59,2161.62,1019.17,913.93,1
1585.32,2162.45,942.05,824.07,1
1584.38,2157.55,907.18,802.57,1
1583.25,2156.76,823.84,739.72,1
1583.95,2154.79,912.14,832.32,1
1586.95,2157.77,950.97,852.42,1
1591.53,2162.24,851.1,765.9,1
1598.73,2167.54,778.92,683.67,1
1595.31,2166.25,741.89,660.45,1
1590.9,2157.7,845.93,759.79,1
1587.54,2161.62,808.36,710.75,1
1596.44,2171.51,848.6,740.59,1
1596.56,2176.02,740.65,629.03,1
1596.23,2170.71,761.53,664.4,1
1595.92,2176.63,841.48,732.76,1
1598.46,2183.72,944.07,828.6,1
1597.09,2186.35,910.13,788.51,1
1601.53,2180.77,829.03,719.31,1
1604.74,2188.21,917.75,803.64,1
1595.74,2177.46,950.47,852.13,1
1606.53,2181.44,1023.28,912.88,1
1614.32,2194.85,955.73,840.26,1
1604.46,2186.94,915.18,819.34,1
1600.51,2179.11,833.08,739.86,1
1595.78,2177.52,915.12,822.09,1
1594.43,2174.64,948.91,840.28,1
1591.9,2173.97,843.31,748.46,1
1590.62,2181.41,765.03,667.99,1
1589.41,2179.04,725.74,639.08,1
1587.3,2178.32,821.39,734.22,1
1592.8,2181.14,789.62,703.06,1
1598.08,2186.29,833.84,745.33,1
1599.03,2189.9,734.17,646.14,1
1598.54,2185.49,764.66,673.18,1
1602.32,2195.47,850.11,746.68,1
1593.21,2192.86,954.27,836.47,1
1602.26,2203.59,932.93,806.27,1
1593.65,2192.71,838.2,722.97,1
1592.09,2188.42,912.57,798.89,1
1590.61,2184.76,938.43,829.91,1
1594.63,2190.7,1029.72,916.63,1
1600.94,2197.55,956.21,826.99,1
1591.38,2190.14,914.71,809.33,1
1598.45,2193.99,835.14,751.5,1
1597.57,2194.97,916.85,831.28,1
1596.32,2197.04,951.08,847.19,1
1596.01,2193,846.48,747.76,1
1596.04,2191.8,765.98,664.8,1
1592.67,2187.75,722.6,640.99,1
1591.99,2184.96,830.09,735.16,1
1588.48,2186.07,798.32,686.59,1
1594.87,2194.43,829.12,692.5,1
1600.16,2192.66,728.42,592.15,1
1607.66,2199.15,752.77,642.4,1
1603.44,2205.81,846.08,716.46,1
1603.16,2197.5,949.93,812.72,1
1594,2194.48,928.77,773.65,1
1602.06,2195.29,853.87,714.94,1
1588.13,2186.21,925.95,791.9,1
1583.11,2182.61,953.57,819.39,1
1579.42,2179.56,1031.42,890.94,1
1586.98,2176.81,944.42,802.45,1
1591.33,2182.02,905.13,770.3,1
1589.71,2190.38,822.39,708.16,1
1593.84,2184,901.25,800.75,1
1596.41,2189.92,936.02,809.65,1
1605.07,2191.59,837.86,727.23,1
1604.43,2197.77,762.8,653.91,1
1595.7,2183.71,723.95,634.86,1
1592.99,2178.76,825.28,736.76,1
1598.1,2188.46,790.43,683.89,1
1606.35,2197.69,836.58,715.05,1
1605.09,2196.13,726.59,613.07,1
1595.21,2190.38,754.06,653.15,1
1599.1,2189.38,831.32,739.22,1
1604.91,2195.35,937.84,838.99,1
1604.62,2199.84,913.98,807.48,1
1607.49,2201.11,833.94,738.08,1
1599.22,2195.89,917.8,815.93,1
1595.58,2196.77,947.8,849.39,1
1599.76,2197.32,1035.59,925.41,1
1593.14,2197.01,954.7,842.07,1
1590.66,2195.48,913.59,822.75,1
1585.34,2190.33,828.97,748.28,1
1582.14,2190.17,911.11,831.65,1
1589.33,2190.63,951.84,860.47,1
1579.16,2178.94,835.66,762.18,1
1579.16,2180.61,755.17,687.4,1
1575.35,2168.1,706.07,648.31,1
1571.19,2164.6,814.03,739.92,1
1572.69,2168.75,790.59,706.86,1
1582.11,2181,835.75,742.91,1
1594.05,2188.46,749.13,655.7,1
1578.86,2176.82,768.32,693.1,1
1578.08,2178.74,856.78,761.98,1
1574.15,2169.35,956.36,860.61,1
1581.45,2168.01,928.39,808.75,1
1576.77,2163.05,827.97,723.76,1
1578.3,2172.42,908.7,806.8,1
1577.99,2172.3,934.71,836.6,1
1573.57,2167.27,1011.5,896.7,1
1564.27,2167.14,1121.63,1000.21,1
1568.71,2167.19,1098.41,971.75,1
1572.02,2169.56,1009,893.08,1
1562.63,2162.51,1082.07,958.4,1
1569.08,2166.63,973.28,858.06,1
1567.2,2167.52,1007.58,900,1
1569.66,2163.56,963.14,874.76,1
1561.35,2159.32,1064.52,977.01,1
1569.2,2169.42,1051.72,953.43,1
1576.8,2178.3,961.17,877.35,1
1582.64,2187.79,857.3,786.97,1
1588.83,2188.05,876.63,814.21,1
1583.79,2186.6,963.15,893.36,1
1579.35,2184.76,888.31,807.14,1
1581.13,2187.6,870.39,775.56,1
1578.25,2187.19,782.91,692.75,1
1580.51,2193.75,863.82,776.22,1
1575.95,2191.75,897.94,806.13,1
1567.35,2185.53,988.28,888.43,1
1572.57,2183.26,915.74,819.54,1
1566.25,2177.34,977.59,886.78,1
1564.85,2180.59,1020.22,930.49,1
1561.31,2181.28,915.98,817.98,1
1562.34,2175.63,930.04,853.65,1
1566.94,2176.72,883.34,810.49,1
1570.26,2178.81,982.01,910.2,1
1574.79,2182.93,969.85,875.63,1
1572.27,2177.82,873.38,793.58,1
1582.56,2180.51,779.01,706.48,1
1573.05,2180.6,798.66,745.65,1
1575.63,2183.45,897.16,833.98,1
1576.34,2184.27,819.03,749.34,1
1586.2,2190.65,802.93,715.38,1
1580,2181.41,715.08,640.57,1
1571.84,2178.2,788.47,723.6,1
1575.6,2176.79,829.51,748.25,1
1580.79,2183.22,921.48,845.47,1
1574.02,2181.63,840.54,742.73,1
1572.67,2178.64,790.59,705.04,1
1582.27,2187.56,900.01,808.87,1
1581.69,2189.49,981.67,885.07,1
1580.48,2184.12,1014.66,900.16,1
1582.45,2187.36,912.52,809.99,1
1585.92,2184.69,940.19,857.35,1
1586.03,2180.76,899.97,833.8,1
1581.39,2172.87,999.08,920.96,1
1579.84,2173.51,980.56,882.1,1
1576.87,2169.43,893.57,812.76,1
1581.98,2175.55,793.94,704.52,1
1580.08,2173.37,812.74,724.1,1
1588.4,2178.5,908.87,809.64,1
1582.22,2179.43,830.3,727.49,1
1589.07,2188.88,811.11,702.31,1
1587.86,2188.84,718.51,618.87,1
1593.32,2186.6,793.93,699.99,1
1600.2,2193.14,843.62,732.29,1
1595.04,2185.46,937.82,820.55,1
1599.92,2196.39,879.82,752.8,1
1597.12,2200.71,840.56,721.23,1
1589.88,2191.86,943.3,816.08,1
1587.91,2191.42,1010.45,886.78,1
1589.38,2193.58,1052.91,925.8,1
1581.58,2189.71,942.52,821.11,1
1587.06,2196.95,961.55,850.11,1
1578.18,2185.24,913.58,817.42,1
1578.02,2184.44,1011.11,906.71,1
1587.25,2198.56,996.92,886.32,1
1581.77,2189.33,903.17,812.84,1
1582.51,2186.21,804.06,721.75,1
1577.94,2174.48,814.78,750.38,1
1577.09,2172.46,911.7,824,1
1591.97,2194.81,854.16,764.98,1
1592.58,2188.4,835.85,732.5,1
1590.01,2190.46,745.51,659.18,1
1588.86,2190.24,814.11,730.27,1
1585.96,2192.2,860.35,771.86,1
1582.85,2188.5,936.17,826.65,1
1586.9,2191.02,861.27,746.83,1
1586.63,2192.18,814.42,706.94,1
1589.93,2194.99,922.38,814.71,1
1586.66,2196.98,982.37,880.06,1
1593.34,2205.72,1041.3,922.58,1
1595.55,2206.75,938.38,833.55,1
1587.77,2196.58,955.94,863,1
1583.23,2185.33,913.65,830.44,1
1580.92,2181.35,1017.29,919.01,1
1588.45,2194.08,1004.83,896.83,1
1588.11,2190.25,911.78,818.71,1
1597.39,2191.17,805.47,727.31,1
1588.68,2187.62,820.17,753.79,1
1587.19,2186.19,917,831.88,1
1593.75,2188.76,843.88,745.61,1
1592.13,2192.9,829.96,718.18,1
1587.51,2183.9,737.35,645.95,1
1585.01,2182.79,803.46,718.63,1
1580.19,2185.5,854.35,744.08,1
1590.28,2195.93,950.03,829.61,1
1593.07,2204.27,884.39,760.04,1
1588.84,2199.57,833.68,727.11,1
1586.86,2202.93,935.24,831.16,1
1582.49,2194.6,1006.54,886.39,1
1581.16,2198.54,1049.25,912.94,1
1583.08,2199.36,947.4,816.32,1
1582.31,2201.39,962.01,843.65,1
1571.61,2196.98,913.35,813.55,1
1571.74,2186.03,1015.01,915.07,1
1577.88,2187.42,999.54,896.48,1
1566.36,2178.15,911.47,812.93,1
1574.21,2187.32,811.73,714.68,1
1569.36,2182.12,824.12,738.94,1
1560.37,2182.1,919.8,815.17,1
1565.09,2187.3,855.83,745.64,1
1564.25,2194.11,841.02,710.95,1
1562.63,2193.95,750.44,646.41,1
1562.73,2192.09,815.62,722,1
1567.29,2198.61,863.62,760.48,1
1573.89,2202.7,957,823.63,1
1572.46,2202.77,878,745.74,1
1567.7,2199.56,834.12,723.1,1
1567.1,2195.45,934.34,820.81,1
1565.49,2195.22,999.62,890.88,1
1566.46,2204.84,1056.2,932.48,1
1569.46,2201.16,953.74,830.68,1
1569.97,2196.82,967.5,859.46,1
1560.77,2188.04,908.79,810.74,1
1567.61,2182.8,1017.25,899.28,1
1575.56,2187.35,1005.71,873.25,1
1573.6,2186.67,913.81,804.96,1
1577.3,2190.13,812.83,715.72,1
1579.16,2184.92,818.84,735.73,1
1576.54,2188.92,908.58,810.16,1
1581.87,2194.47,836.46,744.87,1
1588.49,2204.96,828.65,725.7,1
1581.44,2200.7,738.43,647.13,1
1582.13,2198.66,804.75,722.25,1
1584.09,2200.31,857.05,759.64,1
1586.1,2202.36,871.53,779.79,1
1583.54,2201.1,965.39,860.45,1
1582.29,2198.13,1065.5,956.16,1
1583.41,2200.21,1053.8,932.2,1
1582.85,2200.04,961.28,864.36,1
1574.14,2195.09,1028.17,928.98,1
1571.76,2196.58,1037.08,957.26,1
1581.57,2203.38,1134.16,1045.31,1
1582.4,2205.75,1063.01,964.45,1
1572.91,2203.55,1000.7,926.55,1
1577.13,2202.93,919.05,852.04,1
1573.46,2203.6,976.61,902.22,1
1567.92,2204.22,1037.04,950.93,1
1564.33,2202.77,936.21,858.15,1
1564.71,2204.75,862.82,789.28,1
1564.22,2199.57,808.91,751.82,1
1561.74,2200.44,912.75,859.69,1
1566.91,2207.12,899.47,819.95,1
1569.62,2214.82,950.68,855.01,1
1578.36,2219.87,847.1,759.24,1
1574.29,2210.25,854.93,776.31,1
1574.82,2218.96,952.29,868.71,1
1573.36,2217.52,1050.38,961.26,1
1572.31,2218.53,1046.73,931.45,1
1574.29,2219.98,953.72,851.3,1
1567.39,2220.35,1022.16,921.72,1
1563.31,2220.62,1039.01,943.31,1
1557.45,2216.8,1134.34,1030.89,1
1563.02,2217.61,1067,952.07,1
1559.74,2214.87,1010.38,919.74,1
1563.36,2211.66,919.63,834.07,1
1564.47,2215.7,983.98,906.84,1
1559.52,2214.74,1031.63,940.15,1
1565.62,2213.4,925.21,850.89,1
1563.89,2216.31,854.42,782.95,1
1560.12,2205.77,797.05,741.89,1
1559.01,2204.42,896.6,823.17,1
1564.99,2210.81,883.53,809.47,1
1569.92,2216.27,941.15,859.62,1
1571.51,2222.45,848.85,768.99,1
1572.26,2221.55,862.73,796.67,1
1574.64,2226.84,962.29,888.99,1
1575.43,2222.5,1056.4,982.5,1
1571.55,2226.97,1053.63,967.25,1
1564.79,2213.85,945.11,874.93,1
1561.67,2211.68,1001.78,953.29,1
1563.08,2209.63,1014.15,987.6,1
1558.91,2210.32,1095.75,1061.99,1
1564.24,2213.78,1031.37,987.28,1
1558,2210.98,967.4,947.56,1
1556.29,2204.4,875.29,874.03,1
1545,2202.47,944.76,939.44,1
1546.33,2201.77,1004.43,984.84,1
1546.86,2200.23,911.24,905.45,1
1550.64,2201.13,847.58,821.77,1
1551.05,2196.98,788.33,790.69,1
1550.04,2201.24,887.93,886.92,1
1552.15,2199.71,874.85,863.64,1
1562.18,2210.71,924.21,900.09,1
1562.38,2209.09,820.59,795.17,1
1561.56,2210.37,828.19,813.4,1
1562.81,2214.23,912.65,887,1
1558.38,2206.28,996.25,982.83,1
1554.24,2202.84,988.9,963.05,1
1548.98,2196.85,910.77,902.59,1
1549.87,2195.78,989.96,972.71,1
1555.86,2199.06,1000.27,1004.91,1
1552.33,2202.26,1095.66,1087.77,1
1548.96,2196.96,1028.35,1010.26,1
1546.63,2192.67,969.54,970.98,1
1547.01,2195.78,869.66,893.87,1
1550.05,2197.77,923.77,947.94,1
1552.77,2202.28,968.75,978.56,1
1562.66,2210.58,872.79,889.23,1
1560.84,2207.54,805.24,825.2,1
1556.24,2203.74,753.19,782.99,1
1553.35,2198.2,849.24,868.88,1
1549.72,2200.28,854.62,867.36,1
1557.99,2207.41,921.91,935.69,1
1555.91,2205.33,819.89,821.44,1
1546.17,2200,829.76,845.32,1
1552.25,2205.71,930.49,941.14,1
1545.02,2201.28,1026.55,1028.09,1
1549.15,2200.09,1013.22,1005.48,1
1540.29,2196.39,915.52,914.57,1
1539.65,2192.13,965.61,977.56,1
1537.02,2191.07,975.22,1002.04,1
1543.14,2195.11,1077.34,1084.06,1
1541.41,2191.97,1004.93,1022.4,1
1544.31,2190.84,953.06,976.72,1
1546.82,2191.09,854.72,895.7,1
1544.59,2185.26,923.72,978.4,1
1545.55,2186.91,980.91,1012.45,1
1548.47,2186.98,880.8,917.22,1
1549.27,2187.06,814.18,845.22,1
1539.19,2175.68,754.66,789.08,1
1539.44,2177.12,844.92,879.84,1
1539.42,2173.7,834.56,855.68,1
1548.81,2186.73,894.1,909.64,1
1541.05,2187.52,793.19,806.96,1
1534.2,2177.89,793.72,830.17,1
1541.99,2178.72,894.54,918.64,1
1545.84,2180.15,997.45,1023.57,1
1547.48,2181.61,998.61,989.84,1
1550.41,2182.86,908.4,909.61,1
1553.31,2177.47,963.53,972.95,1
1544.89,2171.74,976.76,987.17,1
1534.15,2159.47,1068.99,1072.09,1
1535.5,2160.21,1011.28,1004.34,1
1530.23,2165.52,953.36,965.74,1
1536.25,2170.27,860.11,886.43,1
1534.38,2170.04,922.44,967.41,1
1526.71,2165.57,971.54,1005.8,1
1530.76,2164.07,862.31,893.11,1
1532.77,2163.54,795.75,822.53,1
1538.37,2165.27,751.43,788.64,1
1543.54,2164.34,855.62,897.97,1
1544.23,2169.07,852.08,870.4,1
1548.19,2170.24,911.73,910.89,1
1544.26,2166.74,815,815.47,1
1534.15,2155.05,816.55,826.81,1
1535.52,2158.07,901.57,912.3,1
1533.31,2156.72,995.82,1001.73,1
1529.91,2157.72,997.81,994.52,1
1530.77,2154.12,901.1,909.96,1
1533.44,2156.37,963.28,975.15,1
1540.27,2158.99,965.31,991.18,1
1545.42,2166.78,1060.48,1086.34,1
1549.92,2166.25,1006.65,1007.26,1
1548.68,2165.36,942.43,962.39,1
1548.82,2166.82,850.37,879.56,1
1539.09,2157.36,911.49,942.25,1
1541.61,2156.06,968.89,981.88,1
1545.63,2160.51,876.54,897.31,1
1543.16,2163.74,972.08,979.75,1
1541.04,2172.52,902.15,920.57,1
1542.13,2175.71,897.64,909.47,1
1548.65,2182.96,803.29,816.41,1
1553.7,2181.81,866.32,891.36,1
1555.78,2186.34,923.72,933.59,1
1558.29,2190.4,1023.06,1024.75,1
1557.71,2189.48,973.95,966.48,1
1558.86,2189.71,917.18,925.16,1
1554.58,2192.09,1019.18,1018.97,1
1545.85,2181.38,1068.09,1086.83,1
1546.6,2179.37,1127.61,1133.57,1
1542.66,2174.5,1023.47,1025.88,1
1537.69,2170.69,1020.82,1042.78,1
1537.96,2167.67,958.47,1008.76,1
1536.51,2162.77,1051.49,1086.94,1
1539.17,2170.77,1055.21,1078.01,1
1546.43,2173.11,954.77,994.18,1
1547.39,2173.29,865.35,918.33,1
1540.19,2165.67,861.16,926.74,1
1540.28,2164.98,969.13,1024.74,1
1547.23,2175.64,917.97,961.49,1
1535.33,2170.13,919.26,929.69,1
1538.35,2164.66,817.83,851.5,1
1532.85,2156.49,876.95,911.28,1
1527.95,2160.48,940.58,952.79,1
1526.65,2161.37,1028.77,1027.35,1
1531.03,2167.77,970.79,960.16,1
1540.5,2172.76,902.75,902.51,1
1535.55,2171.65,998.34,1004.3,1
1533.95,2168.2,1056.22,1069.06,1
1540.78,2176.56,1117.61,1119.23,1
1543.08,2177.29,1019.17,1021.62,1
1537.24,2170.58,1013.16,1030.69,1
1534.22,2165.48,958.75,988.3,1
1529.54,2160.84,1071.25,1090.95,1
1529.75,2161.88,1075.37,1082.79,1
1524.23,2152.5,964.55,989.55,1
1520.13,2148.06,856.19,891.93,1
1515.61,2142.06,841.28,882.03,1
1518.58,2149.54,939.58,969.91,1
1522.69,2152.25,879.65,905.71,1
1526.63,2154.77,894.1,909.32,1
1533.91,2160.17,784.03,815.73,1
1532.8,2160.6,834.83,875.65,1
1519.3,2149.79,893.82,924.52,1
1518.48,2148.22,1010.69,1019.31,1
1518.42,2148.24,960.11,961.92,1
1510.45,2139.27,900.6,917.2,1
1508.62,2138.47,995.98,1011.64,1
1516.14,2141.27,1053.53,1071.51,1
1515.16,2138.95,1110,1115.18,1
1528.09,2146.98,1014.46,1014.74,1
1528.27,2140.16,1004.71,1035.3,1
1524.16,2133.77,936.68,987.83,1
1520.08,2135.48,1037.64,1090.6,1
1526.44,2144.29,1034.16,1075.97,1
1528.28,2148.45,936.93,982.59,1
1521.35,2138.98,846.03,883.79,1
1516.16,2133.06,847.42,912.2,1
1514.08,2133.65,948.1,1002.8,1
1517.68,2134.43,901.92,958.23,1
1521.68,2144.3,899.9,939.64,1
1531.6,2146.51,809.68,858,1
1515.11,2140.39,855.94,909.38,1
1510.37,2133.05,920.77,960.28,1
1502.97,2134.44,1017.04,1042.59,1
1509.2,2140.94,963.78,977.86,1
1509.26,2130.82,893.05,931.95,1
1508.37,2133.69,985.93,1018.52,1
1507.42,2129.13,1041.35,1110.03,1
1508.58,2132.57,1116.56,1157.9,1
1513.31,2137.16,1034.23,1075.12,1
1509.58,2133.52,1032.79,1101.37,1
1509.28,2134.56,968.36,1043.5,1
1503.27,2131.96,1061.03,1131.92,1
1514.39,2145.35,1062.56,1121.21,1
1509.46,2138.05,964.68,1018.8,1
1512.62,2141.18,852.12,914.71,1
1519.34,2143.05,854.6,918.62,1
1511.78,2140.76,948.53,998.48,1
1516.72,2145.99,899.79,947.8,1
1517.35,2148.42,900.21,941.4,1
1516.37,2151,810.93,868.21,1
1513.07,2142.07,866.16,932.21,1
1506.63,2137.98,931.2,981.29,1
1509.37,2145.06,1033.88,1070.19,1
1508.89,2147.79,980.25,1008.76,1
1505.17,2145.21,914.93,955.31,1
1501.39,2140.76,1011.91,1043.88,1
1499.2,2139.33,1067.09,1109.49,1
1496.77,2142.49,1130.53,1156.3,1
1495.67,2139.28,1031.35,1048.4,1
1492.06,2130.99,1014.81,1059.96,1
1492.77,2128.58,945.7,1018.02,1
1494.21,2132.68,1051.75,1130.7,1
1503.25,2136.98,1057.93,1129.84,1
1499.4,2137.61,953.57,1029.84,1
1498.42,2135.64,864.02,929.39,1
1494.98,2132.27,857.83,943.86,1
1492.46,2131.74,950.85,1024.06,1
1490.94,2135.27,895.84,952.49,1
1488.91,2137.84,894.83,937.17,1
1497.51,2142.68,795.38,859.34,1
1499.63,2137.7,849.78,918.11,1
1500.66,2142.94,906.43,957.38,1
1502.03,2149.24,1015.32,1043.81,1
1505.64,2149.99,951.28,980.13,1
1503.76,2148.97,886.33,925.66,1
1509.72,2153.3,983.87,1036.26,1
1501.39,2146.17,1045.71,1110.38,1
1504.97,2147.15,1121.53,1168.25,1
1502.33,2150.86,1025.36,1087.73,1
1494.93,2144.7,1025.54,1079.58,1
1488.58,2133.89,960.38,1019.11,1
1500.95,2154.74,1060.51,1117.82,1
1501.4,2149.57,1063.9,1117.93,1
1495.64,2151.81,965.11,1026.83,1
1492.01,2146.54,858.72,929.98,1
1496.52,2148.43,851.43,943.84,1
1495.16,2149.82,944.19,1026.82,1
1499.9,2158.72,893.65,964.51,1
1503.98,2157.02,900.91,957.65,1
1497.82,2157.18,804.2,870.58,1
1494.89,2151.54,863,937.67,1
1488.67,2153.84,931.35,986.85,1
1484.78,2157.97,1033.72,1087.06,1
1483.48,2152.74,972.62,1027.51,1
1477.53,2145.67,904.97,965.89,1
1481.16,2149,996.44,1061.39,1
1480.55,2150.96,1050.99,1122.8,1
1482.71,2154.09,1115.56,1162.22,1
1485.17,2153.31,1014.91,1069.01,1
1474.68,2146.95,1003.43,1068.56,1
1482.31,2151.27,953.44,1017.07,1
1481.22,2149.63,892.62,959.86,1
1482.22,2150.81,802.04,883,1
1471.84,2141.22,858.28,944.68,1
1473.62,2146.56,920.78,1011.75,1
1473.32,2147.22,825.93,919.55,1
1474.73,2148.9,769.17,854.21,1
1475.11,2147.73,707.78,805.31,1
1471.12,2141.98,787.95,891.26,1
1475.37,2147.02,801.45,880.03,1
1483.31,2151.87,881.68,931.65,1
1483.24,2155.58,790.89,838.72,1
1485.3,2153.85,772.82,853.54,1
1482.24,2155.66,871.61,938.1,1
1486.88,2158.83,977.59,1047.49,1
1490.62,2169.51,999.71,1043.19,1
1486.96,2170.29,910.03,970.65,1
1483.99,2167.59,962.77,1033.84,1
1471.91,2155.34,931.64,1018.63,1
1474.12,2153.38,1028.34,1098.83,1
1484.24,2160.33,974.2,1041.54,1
1476.57,2153.79,895.39,976.54,1
1476.8,2151.67,794.09,889.6,1
1479.58,2152.76,848.9,940.46,1
1472.79,2145.73,917.12,983.57,1
1471.24,2145.49,821.93,894.18,1
1474.79,2153.74,776.62,836.26,1
1476.54,2150.92,705.11,796.78,1
1473.77,2149.37,794.64,882.29,1
1474.71,2156.73,816.22,899.77,1
1478.72,2164.26,878.8,949.26,1
1480.83,2158.03,791.35,857.47,1
1474.3,2154.84,765.66,867.23,1
1472.97,2158.12,870.58,942.37,1
1477.26,2160.77,966.55,1039.31,1
1481.74,2160.23,978.31,1041.27,1
1486.59,2161.99,877.73,941.8,1
1488.75,2163.4,918.68,992.54,1
1489.97,2159.47,918.08,1001.79,1
1476.14,2147.88,1008.65,1086.04,1
1480.74,2152.47,963.47,1028.69,1
1473.89,2143.83,891.2,975.09,1
1477.89,2144.2,789.37,897.46,1
1478.36,2142.55,834.4,958.84,1
1483.84,2151.07,906.13,1013.91,1
1487.27,2151.56,812.33,919.88,1
1490.47,2157.15,762.24,850.99,1
1490.56,2151.43,690.31,796.27,1
1480.26,2143.35,776.14,884.87,1
1487.72,2151.9,789.86,885.5,1
1490.31,2155.14,857.73,932.76,1
1481.97,2150.21,765.57,844.27,1
1479.28,2143.46,754.89,845.04,1
1476.56,2140.53,846.72,932.98,1
1477.31,2144,933.23,1009.87,1
1482.28,2146.43,949.09,1020.33,1
1476.17,2145.51,936.19,1021.46,1
1477.85,2139.85,1023.84,1101.94,1
1479.03,2145.89,971.43,1034.52,1
1477.4,2143.91,898.66,979.26,1
1476.91,2144.32,810.13,895.17,1
1468.63,2145.71,854.2,959.24,1
1467.88,2143.73,928.27,1011.58,1
1471.08,2141.49,840.35,931.29,1
1477.66,2148.94,788.1,858.45,1
1482.04,2148.67,724.41,807,1
1483.98,2153.37,812.92,900.31,1
1487.96,2162.95,827.87,897.5,1
1486.4,2159.87,888.97,939.06,1
1490.51,2167.2,799.13,851.44,1
1491.69,2164.98,786.92,852.66,1
1497.37,2167.67,877.47,931.66,1
1491.54,2158.33,954.51,1009.93,1
1498.63,2162.64,978.44,1009.87,1
1496.86,2160.84,894.19,944.8,1
1487.07,2155.62,928.05,992.96,1
1485.16,2159.99,918.28,1006.34,1
1489.2,2162.25,1011.23,1087.79,1
1492.26,2165.1,974.87,1038.12,1
1491.76,2163.97,908.5,989.72,1
1490.17,2162.13,813.7,906.88,1
1492.01,2163.42,853.18,952.23,1
1487.06,2167.05,911.41,999.17,1
1494.68,2169.38,833.88,918.81,1
1495.33,2167.74,791.39,865.15,1
1499.47,2164.6,723.34,811.1,1
1491.01,2162.69,800.49,885.55,1
1485.39,2163.11,825.4,898.73,1
1484.72,2161.92,884.45,944.46,1
1484.94,2168.68,814.85,871.64,1
1487.3,2172.38,791.92,870.36,1
1481.09,2164.54,883.77,954.96,1
1480.24,2164.2,959.78,1023.6,1
1486.02,2164.21,973.04,1026.04,1
1478.84,2161.49,878.7,933.78,1
1491.22,2161.49,910.13,977.64,1
1497.96,2166.57,895.67,982.14,1
1497.16,2165.7,983.58,1062.73,1
1494.37,2162.94,941.51,1002.35,1
1499.27,2165.13,876.81,963.58,1
1496.57,2168.25,794.45,886.27,1
1478.23,2152.86,825.86,937.24,1
1480.68,2147.27,900.36,993.84,1
1485.46,2148.82,828.92,916.56,1
1495.94,2158.05,787.27,861.37,1
1501.12,2162.02,716.92,805.73,1
1495.31,2163.59,791.73,885.87,1
1493.33,2164.81,804.49,883.26,1
1494.58,2171.39,873.2,943.19,1
1501.64,2182.74,788.88,867.03,1
1500.89,2178.7,778.77,861.16,1
1506.85,2187.97,865.38,947.58,1
1502.15,2191.78,953.91,1046.06,1
1508.12,2195.29,982.91,1055.36,1
1504.2,2186.27,895,960.97,1
1497.78,2190.99,938.7,1014.33,1
1486.44,2178.81,909.77,1001.65,1
1480.52,2168.12,1011.35,1090.35,1
1484.62,2172.58,970.85,1044.53,1
1482.58,2169.93,896.27,987.05,1
1495.46,2181.94,794.81,896.96,1
1506.08,2190.25,842.65,957.4,1
1513.4,2198.94,910.84,1004.01,1
1515.38,2202.91,828.58,920.33,1
1519.37,2206.19,787.75,863.7,1
1516.68,2198.07,711.55,804.24,1
1515.99,2199.03,796.81,897.92,1
1514.15,2200.77,823.18,907.37,1
1513.37,2199.64,893.92,961.87,1
1511.57,2201.49,806.39,872.47,1
1516.79,2208.55,800.96,888.67,1
1509.85,2202.52,886.79,956.43,1
1506.98,2198.89,815.17,899.18,1
1507.94,2197.56,888.1,976.65,1
1511.59,2200.1,939.67,1043.12,1
1507.25,2198.34,1000.68,1093.46,1
1514.97,2209.73,919.42,1014.68,1
1510.22,2195.97,892.65,1001.24,1
1501.77,2191.45,844.83,963.22,1
1504.49,2192.39,936.71,1057.95,1
1496.53,2198.13,954.73,1066.03,1
1504.91,2197.09,869.95,995.89,1
1513.52,2201.37,793.92,920.94,1
1512.08,2204.3,777.63,921.46,1
1511.35,2205.51,865.14,1008.32,1
1520.12,2209.63,823.62,955.8,1
1517.73,2213.2,833.79,955.9,1
1514.26,2209.44,755.45,874.49,1
1514.91,2206.5,787.51,918.21,1
1511.42,2201.91,856.86,968.93,1
1510.18,2202.4,944.29,1042.67,1
1513.55,2201.17,910.48,1002.89,1
1513.68,2200.47,846.94,950.99,1
1511.5,2198.65,947.08,1047.1,1
1506.39,2193.6,986.6,1090.73,1
1509.59,2198.27,1040.96,1137.07,1
1509.3,2210.67,971.46,1071.31,1
1509.75,2208.3,949.52,1059.18,1
1512.75,2201.82,873.85,1000.7,1
1511.13,2198.96,948.73,1073.25,1
1515.01,2211.01,975.63,1080.49,1
1519.79,2212.35,884.06,1001.7,1
1517.01,2208.08,799.66,918.79,1
1511.46,2207.12,779.65,913.17,1
1507.92,2201.75,866.98,993.78,1
1516.51,2210.84,850.46,965.87,1
1514.98,2213.15,878.26,976.96,1
1521.51,2214.39,784.92,896.28,1
1517.07,2209.21,805.92,924.47,1
1519.94,2217.9,892.16,999.99,1
1528,2224.47,987.23,1090.41,1
1530.02,2227.81,950.69,1038.12,1
1523.28,2222.61,867.38,971.12,1
1529.97,2220.23,932.85,1032.19,1
